date,time,edge,avg_speed,num_vehicles
1,1130.00,Madison_31to5_31,0.0,10
1,1130.00,Park_40toPark_39,0.0,1
1,1130.00,9_42to9_41,0.0,2
1,1130.00,Madison_33to5_33,0.0,2
1,1130.00,7_44to6_44,0.0,2
1,1130.00,9_40to9_39,0.0,4
1,1130.00,7_38to6_38,0.0,4
1,1130.00,Lexington_51toLexington_52,10.0,3
1,1130.00,9_36to8_36,3.7560000000000002,5
1,1130.00,8_57to8_58,0.0,6
1,1130.00,Lexington_49toPark_49,0.0,8
1,1130.00,Madison_50toPark_50,0.0,1
1,1130.00,Madison_41to5_41,0.0,1
1,1130.00,Lexington_45toPark_45,0.0,9
1,1130.00,9_46to9_45,0.0,2
1,1130.00,Lexington_31toPark_31,0.0,7
1,1130.00,Lexington_37toPark_37,0.0,8
1,1130.00,6_57to7_57,0.0,14
1,1130.00,Lexington_50toLexington_51,10.0,4
1,1130.00,9_34to8_34,2.5,4
1,1130.00,Lexington_33toPark_33,0.0,9
1,1130.00,Lexington_52toLexington_53,13.182500000000001,4
1,1130.00,Lexington_39toPark_39,0.0,9
1,1130.00,9_48to9_47,0.0,3
1,1130.00,6_43to6_44,0.0,4
1,1130.00,Lexington_47toPark_47,0.0,8
1,1130.00,7_56to6_56,0.0,2
1,1130.00,5_52toMadison_52,7.97,1
1,1130.00,9_38to9_37,0.0,3
1,1130.00,9_48to8_48,8.3,2
1,1130.00,Lexington_51toPark_51,1.1666666666666667,9
1,1130.00,9_54to9_53,0.0,2
1,1130.00,Madison_39to5_39,0.0,1
1,1130.00,Lexington_43toPark_43,0.0,9
1,1130.00,Park_31toMadison_31,16.7,1
1,1130.00,8_58to7_58,0.0,23
1,1130.00,9_32to8_32,0.0,2
1,1130.00,Lexington_53toLexington_54,10.0,3
1,1130.00,Madison_43to5_43,0.0,1
1,1130.00,7_44to7_43,25.0,1
1,1130.00,Madison_30toMadison_31,0.0,4
1,1130.00,Lexington_41toPark_41,0.0,9
1,1130.00,Park_42toPark_41,0.0,1
1,1130.00,8_56to8_57,0.0,5
1,1130.00,9_44to9_43,0.0,2
1,1130.00,Madison_34to5_34,0.0,3
1,1130.00,5_56toMadison_56,10.0,2
1,1130.00,8_37to8_38,0.0,1
1,1130.00,9_50to9_49,0.0,1
1,1130.00,5_31to6_31,10.0,1
1,1130.00,9_46to8_46,0.0,1
1,1130.00,Lexington_35toPark_35,0.0,8
1,1130.00,Lexington_34toPark_34,0.7272727272727273,11
1,1130.00,9_34to9_33,0.0,5
1,1130.00,7_58to6_58,0.0,5
1,1130.00,Madison_54toPark_54,0.0,2
1,1130.00,Park_32toPark_33,0.0,10
1,1130.00,9_52to9_51,0.0,1
1,1130.00,8_31to8_32,0.0,1
1,1130.00,Lexington_55toLexington_56,10.0,1
1,1130.00,Lexington_42toPark_42,0.0,9
1,1130.00,Madison_45to5_45,0.0,1
1,1130.00,7_46to6_46,20.29,1
1,1130.00,8_55to8_56,0.0,5
1,1130.00,9_58to8_58,0.0,1
1,1130.00,Lexington_53toPark_53,4.083333333333333,3
1,1130.00,9_36to9_35,0.0,3
1,1130.00,9_44to8_44,0.0,1
1,1130.00,Madison_49to5_49,9.31,1
1,1130.00,7_57to7_56,10.0,1
1,1131.00,9_38to9_37,0.0,3
1,1131.00,9_58to8_58,0.0,1
1,1131.00,9_36to8_36,2.912,5
1,1131.00,Lexington_53toLexington_54,10.0,3
1,1131.00,9_50to8_50,10.0,1
1,1131.00,5_53to5_52,7.0,1
1,1131.00,Lexington_54toLexington_55,10.0,1
1,1131.00,Madison_31to5_31,0.0,10
1,1131.00,8_54to8_55,0.0,4
1,1131.00,Madison_34to5_34,0.0,3
1,1131.00,Madison_44toPark_44,7.8,1
1,1131.00,9_48to8_48,7.17,2
1,1131.00,Lexington_45toPark_45,0.0,9
1,1131.00,8_35to8_36,0.0,8
1,1131.00,7_57to7_56,10.0,1
1,1131.00,Madison_39to5_39,0.0,1
1,1131.00,Lexington_42toPark_42,0.0,9
1,1131.00,Lexington_37toPark_37,0.0,8
1,1131.00,8_58to7_58,0.0,23
1,1131.00,Lexington_33toPark_33,0.0,9
1,1131.00,7_44to6_44,0.0,2
1,1131.00,9_44to9_43,0.0,2
1,1131.00,Lexington_39toPark_39,0.0,9
1,1131.00,8_31to8_32,0.0,1
1,1131.00,9_50to9_49,0.0,1
1,1131.00,9_36to9_35,0.0,3
1,1131.00,Lexington_49toPark_49,0.0,8
1,1131.00,9_46to9_45,0.0,2
1,1131.00,Lexington_51toPark_51,1.4949999999999999,10
1,1131.00,Madison_50toPark_50,0.0,1
1,1131.00,8_57to8_58,0.0,6
1,1131.00,9_48to9_47,0.0,3
1,1131.00,Madison_45to5_45,0.0,1
1,1131.00,7_56to6_56,0.0,2
1,1131.00,Lexington_35toPark_35,0.0,8
1,1131.00,9_40to9_39,0.0,4
1,1131.00,Lexington_52toLexington_53,14.243333333333334,3
1,1131.00,Lexington_56toLexington_57,10.0,2
1,1131.00,Lexington_34toPark_34,0.8181818181818182,11
1,1131.00,7_38to6_38,0.0,4
1,1131.00,Park_40toPark_39,0.0,1
1,1131.00,7_44to7_43,25.0,1
1,1131.00,5_31to6_31,8.92,2
1,1131.00,Park_31toMadison_31,21.7,1
1,1131.00,Madison_49to5_49,10.0,1
1,1131.00,9_44to8_44,0.0,1
1,1131.00,8_37to8_38,0.0,1
1,1131.00,Madison_57to5_57,0.0,7
1,1131.00,Lexington_41toPark_41,0.0,9
1,1131.00,Madison_54toPark_54,0.0,2
1,1131.00,5_52toMadison_52,8.97,1
1,1131.00,Lexington_50toLexington_51,10.0,4
1,1131.00,8_39to8_40,0.0,28
1,1131.00,8_55to8_56,0.0,5
1,1131.00,Lexington_53toPark_53,4.7825,4
1,1131.00,Park_34toMadison_34,7.93,1
1,1131.00,Park_42toPark_41,0.0,1
1,1131.00,6_45to6_46,25.0,1
1,1131.00,9_42to9_41,0.0,2
1,1131.00,Lexington_31toPark_31,0.0,7
1,1131.00,7_46to6_46,24.24,1
1,1131.00,9_34to9_33,0.0,5
1,1131.00,6_57to7_57,0.5,14
1,1131.00,Lexington_55toLexington_56,10.0,1
1,1131.00,Madison_30toMadison_31,0.0,4
1,1131.00,Lexington_43toPark_43,0.0,9
1,1131.00,5_56toMadison_56,8.775,2
1,1131.00,9_34to8_34,2.5,4
1,1131.00,Madison_41to5_41,0.0,1
1,1131.00,9_46to8_46,0.0,1
1,1131.00,6_43to6_44,0.0,4
1,1131.00,Madison_43to5_43,0.0,1
1,1131.00,Madison_33to5_33,0.0,2
1,1131.00,8_56to8_57,0.0,5
1,1131.00,Park_35toMadison_35,25.0,1
1,1131.00,Lexington_47toPark_47,0.0,8
1,1131.00,Lexington_51toLexington_52,10.0,3
1,1131.00,9_54to9_53,0.0,2
1,1131.00,9_32to8_32,0.0,2
1,1131.00,9_52to9_51,0.0,1
1,1131.00,7_58to6_58,0.0,5
1,1131.00,5_57toMadison_57,16.5,1
1,1131.00,Park_32toPark_33,0.0,10
